vehicle_id,company,region,brand,area_name,composite_name,generation_year,generation_sales_name,sales_geo_area,body_type,body_type_sales_name,model_code,version_year,version_sales_name,vehicle_platform,market_segment,type_name,type_code_,door_count,energy_type,steering_position_type,steering_box_type,power_transoutput_type,output_power_kw,output_power_hp,sales_horse_power_hp,capacity,feature_configuration,start_of_production_from,end_of_production_to,start_of_sales_from,end_of_sales_to,emission_standard,gross_vehicle_weight,co2_emission_from_kg,co2_emission_to_kg,power_train_type,drive_type,drive_type_sales_name,catalyst_type,voltage_type,gearbox,engine,brake_type,brake_disc_thickness,brake_outer_diameter,rim_measurement_type,suspension_type,wheel_suspension_type,wheel_count_type,brake_name,brake_system_type,engine_reference,additional_code_engine,engine_sales_name,catalogue_display_code,aspiration_type,aspiration_intercooler,gearbox_reference,additional_code_gearbox,gearbox_sales_name,source_url_1,source_url_2,source_url_3
4MQA230_2025,AUDI AG,DE,Audi,Q7 SUV TFSI,Q7 SUV TFSI e 55 TFSI e quattro tiptronic,2025,,,e,,,,,,,55 TFSI e quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,5 m",,,290,394,,290 kW,,,,,,,"3,100 kg",,,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"ESC/ABS/EBV; elektromechanischer Bremskraftverstärker mit aktivem Speicher; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.engine_compare.4MQA230_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.modelsinfo.mv-502.63.380018.json,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.carinfo.mv-502.63.380018.json
4MQC230_2025,AUDI AG,DE,Audi,Q7 SUV TFSI,Q7 SUV TFSI e S line 55 TFSI e quattro tiptronic,2025,,,e,,,,,,,S line 55 TFSI e quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,5 m",,,250,394,,250 kW,,,,,,,"3,100 kg",,,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"ESC/ABS/EBV; elektromechanischer Bremskraftverstärker mit aktivem Speicher; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.engine_compare.4MQA230_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.modelsinfo.mv-502.63.380018.json,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.carinfo.mv-502.63.380018.json
4MQCP30_2025,AUDI AG,DE,Audi,Q7 SUV TFSI,Q7 SUV TFSI e S line 60 TFSI e quattro tiptronic,2025,,,e,,,,,,,S line 60 TFSI e quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,5 m",,,360,490,,360 kW,,,,,,,"3,100 kg",,,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"ESC/ABS/EBV; elektromechanischer Bremskraftverstärker mit aktivem Speicher; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.engine_compare.4MQA230_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.modelsinfo.mv-502.63.380018.json,https://www.audi.de/de/brand/de/neuwagen/q7/q7-suv-tfsi-e.carinfo.mv-502.63.380018.json
8WDAYG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  30 TDI S tronic,2025,,,Avant ,,,,,,,30 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis 11,6 m",,,100,136,,100 kW,,,,,,,"2,160 kg",124,147,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDAJG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  35 TDI S tronic,2025,,,Avant ,,,,,,,35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis 11,6 m",,,120,163,,120 kW,,,,,,,"2,165 kg",125,148,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDA7G0_2025,AUDI AG,DE,Audi,A4,A4 Avant  35 TFSI S tronic,2025,,,Avant ,,,,,,,35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,110,150,,110 kW,,,,,,,"2,115 kg",146,170,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDAUG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  40 TDI S tronic,2025,,,Avant ,,,,,,,40 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,175 kg",135,158,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDAUY0_2025,AUDI AG,DE,Audi,A4,A4 Avant  40 TDI quattro S tronic,2025,,,Avant ,,,,,,,40 TDI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,230 kg",139,162,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDAZG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  40 TFSI S tronic,2025,,,Avant ,,,,,,,40 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,140 kg",143,166,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDAZY0_2025,AUDI AG,DE,Audi,A4,A4 Avant  40 TFSI quattro S tronic,2025,,,Avant ,,,,,,,40 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,200 kg",148,172,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDAAY0_2025,AUDI AG,DE,Audi,A4,A4 Avant  45 TFSI quattro S tronic,2025,,,Avant ,,,,,,,45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,195,265,,195 kW,,,,,,,"2,195 kg",159,182,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDBYG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 30 TDI S tronic,2025,,,Avant ,,,,,,,advanced 30 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis 11,6 m",,,100,136,,100 kW,,,,,,,"2,160 kg",126,147,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDBJG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 35 TDI S tronic,2025,,,Avant ,,,,,,,advanced 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis 11,6 m",,,120,163,,120 kW,,,,,,,"2,165 kg",127,148,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDB7G0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 35 TFSI S tronic,2025,,,Avant ,,,,,,,advanced 35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,110,150,,110 kW,,,,,,,"2,115 kg",148,170,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDBUG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 40 TDI S tronic,2025,,,Avant ,,,,,,,advanced 40 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,175 kg",135,158,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDBUY0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 40 TDI quattro S tronic,2025,,,Avant ,,,,,,,advanced 40 TDI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,230 kg",139,162,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDBZG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 40 TFSI S tronic,2025,,,Avant ,,,,,,,advanced 40 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,140 kg",143,166,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDBZY0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 40 TFSI quattro S tronic,2025,,,Avant ,,,,,,,advanced 40 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,200 kg",148,172,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDBAY0_2025,AUDI AG,DE,Audi,A4,A4 Avant  advanced 45 TFSI quattro S tronic,2025,,,Avant ,,,,,,,advanced 45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,195,265,,195 kW,,,,,,,"2,195 kg",159,182,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDCYG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  S line 30 TDI S tronic,2025,,,Avant ,,,,,,,S line 30 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis 11,6 m",,,100,136,,100 kW,,,,,,,"2,160 kg",128,148,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDCJG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  S line 35 TDI S tronic,2025,,,Avant ,,,,,,,S line 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis 11,6 m",,,120,163,,120 kW,,,,,,,"2,165 kg",129,148,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDC7G0_2025,AUDI AG,DE,Audi,A4,A4 Avant  S line 35 TFSI S tronic,2025,,,Avant ,,,,,,,S line 35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,110,150,,110 kW,,,,,,,"2,115 kg",151,171,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDCUG0_2025,AUDI AG,DE,Audi,A4,A4 Avant  S line 40 TDI S tronic,2025,,,Avant ,,,,,,,S line 40 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,175 kg",137,159,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
8WDCUY0_2025,AUDI AG,DE,Audi,A4,A4 Avant  S line 40 TDI quattro S tronic,2025,,,Avant ,,,,,,,S line 40 TDI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,6 m",,,150,204,,150 kW,,,,,,,"2,230 kg",142,163,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.engine_compare.8WDA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.modelsinfo.mv-502.51.222863.json,https://www.audi.de/de/brand/de/neuwagen/a4/a4-avant.carinfo.mv-502.51.222863.json
