vehicle_id,company,region,brand,area_name,composite_name,generation_year,generation_sales_name,sales_geo_area,body_type,body_type_sales_name,model_code,version_year,version_sales_name,vehicle_platform,market_segment,type_name,type_code_,door_count,energy_type,steering_position_type,steering_box_type,power_transoutput_type,output_power_kw,output_power_hp,sales_horse_power_hp,capacity,feature_configuration,start_of_production_from,end_of_production_to,start_of_sales_from,end_of_sales_to,emission_standard,seat_count,gross_vehicle_weight,co2_emission_from_kg,co2_emission_to_kg,power_train_type,drive_type,drive_type_sales_name,catalyst_type,voltage_type,gearbox,engine,brake_type,brake_disc_thickness,brake_outer_diameter,rim_measurement_type,suspension_type,wheel_suspension_type,wheel_count_type,brake_name,brake_system_type,engine_reference,additional_code_engine,engine_sales_name,catalogue_display_code,aspiration_type,aspiration_intercooler,gearbox_reference,additional_code_gearbox,gearbox_sales_name,source_url_1,source_url_2,source_url_3
F5FCZY0_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line 40 TFSI quattro S tronic,2025,,,Sportback,,,,,,,S line 40 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,150,204,,150 ,,,,,,,,"2,160",148,166,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FCAY0_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line 45 TFSI quattro S tronic,2025,,,Sportback,,,,,,,S line 45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,195,265,,195 ,,,,,,,,"2,175",167,177,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FCJG0GB1IU4KA2PYKUH2W1EY4M8G19S99ZE_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line business 35 TDI S tronic,2025,,,Sportback,,,,,,,S line business 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,120,163,,120 ,,,,,,,,"2,120",128,144,,Vorderradantrieb,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung,,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FC7G0GB1IU4KA2PYKUH2W1EY4M8G19S99ZE_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line business 35 TFSI S tronic,2025,,,Sportback,,,,,,,S line business 35 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,110,150,,110 ,,,,,,,,"2,080",149,166,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Faustsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FCUG0GB1IU4KA2PYKUH2W1EY4M8G19S99ZE_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line business 40 TDI S tronic,2025,,,Sportback,,,,,,,S line business 40 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,150,204,,150 ,,,,,,,,"2,125",135,152,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FCUY0GB1IU4KA2PYKUH2W1EY4M8G19S99ZE_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line business 40 TDI quattro S tronic,2025,,,Sportback,,,,,,,S line business 40 TDI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,150,204,,150 ,,,,,,,,"2,210",140,157,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FCZG0GB1IU4KA2PYKUH2W1EY4M8G19S99ZE_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line business 40 TFSI S tronic,2025,,,Sportback,,,,,,,S line business 40 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,150,204,,150 ,,,,,,,,"2,085",144,161,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FCZY0GB1IU4KA2PYKUH2W1EY4M8G19S99ZE_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line business 40 TFSI quattro S tronic,2025,,,Sportback,,,,,,,S line business 40 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,150,204,,150 ,,,,,,,,"2,160",148,166,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
F5FCAY0GB1IU4KA2PYKUH2W1EY4M8G19S99ZE_2025,AUDI AG,DE,Audi,A5,A5 Sportback S line business 45 TFSI quattro S tronic,2025,,,Sportback,,,,,,,S line business 45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 11,7 m",,,195,265,,195 ,,,,,,,,"2,175",167,177,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.engine_compare.F5FA7G0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.modelsinfo.mv-552.87.388505.json,https://www.audi.de/de/brand/de/neuwagen/a5/a5-sportback.carinfo.mv-552.87.388505.json
4A2BDG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 35 TDI S tronic,2025,,,Limousine,,,,,,,advanced 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,120,163,,120 ,,,,,,,,"2,255",133,155,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2BIG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 40 TDI S tronic,2025,,,Limousine,,,,,,,advanced 40 TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,150,204,,150 ,,,,,,,,"2,255",135,157,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2BIY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 40 TDI quattro S tronic,2025,,,Limousine,,,,,,,advanced 40 TDI quattro,,,,Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung,,,150,204,,150 ,,,,,,,,"2,325",142,161,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2BJY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 45 TDI quattro S tronic,2025,,,Limousine,,,,,,,advanced 45 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,180,245,,180 ,,,,,,,,"2,510",161,181,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2B3G0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 45 TFSI S tronic,2025,,,Limousine,,,,,,,advanced 45 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 ,,,,,,,,"2,240",158,180,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2B3Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 45 TFSI quattro S tronic,2025,,,Limousine,,,,,,,advanced 45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 ,,,,,,,,"2,340",167,186,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2BLA0_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 50 TDI quattro tiptronic,2025,,,Limousine,,,,,,,advanced 50 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,210,286,,210 ,,,,,,,,"2,510",166,182,,Permanenter Allradantrieb quattro mit selbstsperrendem Mittendifferenzial,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,8-Gang tiptronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2B2Y1_2025,AUDI AG,DE,Audi,A6,A6 Limousine advanced 55 TFSI quattro S tronic,2025,,,Limousine,,,,,,,advanced 55 TFSI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,250,340,,250 ,,,,,,,,"2,400",179,200,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis-Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2CDG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 35 TDI S tronic,2025,,,Limousine,,,,,,,S line 35 TDI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,120,163,,120 ,,,,,,,,"2,255",133,154,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2CIG0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 40 TDI S tronic,2025,,,Limousine,,,,,,,S line 40 TDI,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,150,204,,150 ,,,,,,,,"2,255",135,157,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2CIY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 40 TDI quattro S tronic,2025,,,Limousine,,,,,,,S line 40 TDI quattro,,,,Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung,,,150,204,,150 ,,,,,,,,"2,325",141,161,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse",,,,,,,,,"Reihen-4-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2CJY0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 45 TDI quattro S tronic,2025,,,Limousine,,,,,,,S line 45 TDI quattro,,,,"Elektromechanische Progressivlenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,180,245,,180 ,,,,,,,,"2,510",161,180,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"V6-Zylinder-Dieselmotor mit Common-Rail-Einspritzsystem und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2C3G0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 45 TFSI S tronic,2025,,,Limousine,,,,,,,S line 45 TFSI,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 ,,,,,,,,"2,240",157,180,,Vorderradantrieb,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
4A2C3Y0_2025,AUDI AG,DE,Audi,A6,A6 Limousine S line 45 TFSI quattro S tronic,2025,,,Limousine,,,,,,,S line 45 TFSI quattro,,,,"Elektromechanische Lenkung mit geschwindigkeitsabhängiger Servounterstützung; Wendekreis ca. 12,1 m",,,195,265,,195 ,,,,,,,,"2,340",166,186,,Allradantrieb quattro mit ultra-Technologie,,,,,,"2-Kreis Bremssystem mit Schwarz/Weiß-Aufteilung für VA/HA; ESC/ABS/EBV; Bremskraftverstärker, hydraulischer Bremsassistent; vorn: Aluminium-Festsattel, Bremsscheibe innenbelüftet; hinten: Faustsattel mit integrierter elektr. Parkbremse, Bremsscheibe innenbelüftet",,,,,,,,,"Reihen-4-Zylinder-Ottomotor mit Direkteinspritzung, Lambda-Regelung, Klopfregelung und Abgasturboaufladung, Mild Hybrid Electric Vehicle (MHEV)",,,,,,7-Gang S tronic,,,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.engine_compare.4A2BDG0_2025.techdata.html,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.modelsinfo.mv-552.85.886124.json,https://www.audi.de/de/brand/de/neuwagen/a6/a6-limousine.carinfo.mv-552.85.886124.json
